X,date,followers,friends,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
6134,Fri  01 Mar 2013 20:15:45 +0000,1286,750,45,u,0,Tweetbot for iOS,iOS,7096,iOS,deaconbradley,I wish TweeBot (iOS) could post to buffer.
6137,Fri  01 Mar 2013 20:20:38 +0000,5,12,0,u,0,Tweetbot for iOS,iOS,157,iOS,Albino_Zombie,@atebits_support Yes. iPhone 4 on iOS 5.1.1.
6139,Fri  01 Mar 2013 20:21:27 +0000,11,34,0,u,0,Tweetbot for iOS,iOS,38,iOS,iPhoneJBToday,@iPadJailbroken He said he would update to future iOS updates basically he is just being lazy.
6140,Fri  01 Mar 2013 20:22:47 +0000,120,249,0,u,0,Tweetbot for iOS,iOS,464,iOS,Teslief,@hizinfiz totally. I already know of good number on dA and I can always fix sizes/formats and make normal icon sets suitable with iOS too
6141,Fri  01 Mar 2013 20:23:48 +0000,421,195,13,u,0,Tweetbot for iOS,iOS,25179,iOS,EddHere,@toddmotto @StaceyLVincent Aw! Haha. It?s always a viable excuse now - ?Todd update your site!? Sorry was playing an iOS game :p
6142,Fri  01 Mar 2013 20:24:39 +0000,70,132,0,u,0,Tweetbot for iOS,iOS,446,iOS,KingJeff75,@sparkrent are you working on an app for ios?
6143,Fri  01 Mar 2013 20:25:24 +0000,11,34,0,u,0,Tweetbot for iOS,iOS,39,iOS,iPhoneJBToday,iOS user finds bug in Signal 2 where he picks up signal from Africa where actually it is just coordinates (0 0) http://t.co/qwOzX0NyaB
6145,Fri  01 Mar 2013 20:30:24 +0000,1300,1379,114,u,0,Tweetbot for iOS,iOS,13298,iOS,grantpotter,@dkernohan the mobile #ds106radio player is looking great in iOS &gt; props to @aforgrave http://t.co/G02Kpa7TiV
6146,Fri  01 Mar 2013 20:31:48 +0000,141,199,2,u,0,Tweetbot for iOS,iOS,6647,iOS,brandonrea33,Phone app finished on iOS 6 for iPhone 4/4S and 5 http://t.co/TiZjB0TMM7
6148,Fri  01 Mar 2013 20:36:10 +0000,0,7,0,u,0,Tweetbot for iOS,iOS,11,iOS,gritheoldone,GO DESK works on IOS 6 if installed upon LivePapers. #evasi0n http://t.co/FIl2ruBqem
6149,Fri  01 Mar 2013 20:36:40 +0000,638,399,22,u,0,Tweetbot for iOS,iOS,68247,iOS,archipiratae,WHY IS TWEWY FOR IOS 18 BUCKS ARE YOU SHITTING ME SQUAAAAARE EEEEEEEENIIIIIIX OH WELL EMULATING
6150,Fri  01 Mar 2013 20:38:02 +0000,83,86,3,u,0,Tweetbot for iOS,iOS,3679,iOS,razz2,I don't use the iOS app Twist often  but when I do I love it.
6151,Fri  01 Mar 2013 20:39:55 +0000,155,186,29,u,0,Tweetbot for iOS,iOS,24521,iOS,pstockton,@Reservoir_Dan @simon_harper @robertpaul true - before iOS 6 my kids could do it if I?d just bought the app for them. Rule was to reboot
6152,Fri  01 Mar 2013 20:40:09 +0000,718,260,13,u,0,Tweetbot for iOS,iOS,886,iOS,ScottishColin,The current #1 iOS paid game (Wreck-It Ralph for 69p)  is only #62 in the top grossing charts.
6153,Fri  01 Mar 2013 20:40:37 +0000,179,182,10,u,0,Tweetbot for iOS,iOS,6933,iOS,gepeto42,I wish @instapaper integration in iOS apps sent me to the instapaper app where I?d authorize it. Like Dropbox does for example.
6154,Fri  01 Mar 2013 20:40:39 +0000,260,112,10,u,0,Tweetbot for iOS,iOS,674,iOS,stephenpoletto,Great list of who to follow on Twitter if you?re an iOS developer: http://t.co/MBrZtbK2lA
6155,Fri  01 Mar 2013 20:41:01 +0000,23,47,3,u,0,Tweetbot for iOS,iOS,572,iOS,Kiehtan,@JamieD360 sell it to apple  incorporate it into ios 7.
6156,Fri  01 Mar 2013 20:49:23 +0000,3368,3530,150,u,0,Tweetbot for iOS,iOS,81225,iOS,PeterSkerritt,@deanrobot iOS here. Also have on PSN  though the boards there don?t seem affected. All of my efforts there register as they should.
6157,Fri  01 Mar 2013 20:51:24 +0000,219,169,6,u,0,Tweetbot for iOS,iOS,31074,iOS,NSL0GAN,@iOS_Jan zip and email it. Logan@mcansh.com
6159,Fri  01 Mar 2013 20:53:01 +0000,88,159,0,u,0,Tweetbot for iOS,iOS,1737,iOS,ManthanAjit,@Loadium #iOS is out dated!
6160,Fri  01 Mar 2013 20:53:07 +0000,15416,92,113,n,0,Tweetbot for iOS,iOS,5430,iOS,benjaminreece,Ok  too many damn iOS weather apps. Developers  how about trying something new?
6161,Fri  01 Mar 2013 20:53:34 +0000,1250,127,29,u,0,Tweetbot for iOS,iOS,95715,iOS,TinyMajkel,Shut up iOS that?s not Swedish http://t.co/Y1e6FuXVyz
6162,Fri  01 Mar 2013 20:53:40 +0000,284,405,27,u,0,Tweetbot for iOS,iOS,2107,iOS,ag92,Looks very handy. ?@viticci: Reduce is a really nice app to batch resize images on iOS: http://t.co/1pSVYhLF7R?
6163,Fri  01 Mar 2013 20:54:19 +0000,141,199,2,u,0,Tweetbot for iOS,iOS,6648,iOS,brandonrea33,Anyone know of any Siri mic themes that work on iOS 6?
6164,Fri  01 Mar 2013 20:55:55 +0000,254,107,5,u,0,Tweetbot for iOS,iOS,34820,iOS,AllAboutMac510,@iOS_Jan So my bro doesn?t find out about regular channel :P
6168,Fri  01 Mar 2013 21:01:13 +0000,7734,131,401,u,0,Tweetbot for iOS,iOS,8149,iOS,eeen,@majicDave @benjohnbarnes it doesn?t in iOS 6? Password on every IAP purchase.
6170,Fri  01 Mar 2013 21:05:27 +0000,204,427,5,u,0,Tweetbot for iOS,iOS,23437,iOS,DrewFitz,@chasetastic I read @BenKuchera?s article on it  though. Also I generally don?t like iOS racing games.
6171,Fri  01 Mar 2013 21:05:30 +0000,8,6,0,u,0,Tweetbot for iOS,iOS,887,iOS,Tommy_2Guns,@Curchaa Best twitter app on iOS. Well worth ??1.99
6176,Fri  01 Mar 2013 21:13:13 +0000,202,201,5,u,0,Tweetbot for iOS,iOS,5295,iOS,JamesManGuyPrsn,Downloaded Towelfight 2 for iOS from @BScotchShenani. Pretty fun game. Possibly gonna write a review for it for the site when I finish it.
6177,Fri  01 Mar 2013 21:14:28 +0000,202,201,5,u,0,Tweetbot for iOS,iOS,5296,iOS,JamesManGuyPrsn,Towelfight 2 is kind of like The Binding of Isaac for iOS. Check it out if you?re interested: 

https://t.co/sZUhTWfg1A

Only $1!
6178,Fri  01 Mar 2013 21:15:56 +0000,320,308,1,u,0,Tweetbot for iOS,iOS,6366,iOS,iEvad3r,@iOS_Jan @Prsn_Singh but I made it http://t.co/VveRlgNqHt
6179,Fri  01 Mar 2013 21:16:23 +0000,320,308,1,u,0,Tweetbot for iOS,iOS,6368,iOS,iEvad3r,@Prsn_Singh @iOS_Jan well I cropped it
6180,Fri  01 Mar 2013 21:16:46 +0000,959,335,49,u,0,Tweetbot for iOS,iOS,17593,iOS,ahmednuaman,Hmm the Autotrader site doesn't seem to work on iOS Chrome. That's a pretty big boo boo.
6182,Fri  01 Mar 2013 21:19:24 +0000,2500,554,127,u,0,Tweetbot for iOS,iOS,14160,iOS,Craighton,There should be a parental setting on an iOS device that disables or requires a second pass code for in-game purchases.
6185,Fri  01 Mar 2013 21:20:19 +0000,640,640,37,u,0,Tweetbot for iOS,iOS,24346,iOS,sscarboro,Is there an iOS app that I can use as a feed for all the blogs I read?
6187,Fri  01 Mar 2013 21:27:50 +0000,120,167,5,u,0,Tweetbot for iOS,iOS,2125,iOS,omar_alt,@ymirpl On a slightly related topic I was thinking about the js engine in 3rd party iOS browsers?
6188,Fri  01 Mar 2013 21:30:35 +0000,150,70,10,u,0,Tweetbot for iOS,iOS,3219,iOS,slippdt,iOS needs an ?Open Address in?? context menu item  like the pre-existing ?Open In? for files. http://t.co/HAfjLmeuMg http://t.co/WHoB9N8zJX
6189,Fri  01 Mar 2013 21:30:37 +0000,516,236,50,u,0,Tweetbot for iOS,iOS,12384,iOS,mtheoryx,@Remear sounds like they caught a cast of the Facebook iOS app :)
6190,Fri  01 Mar 2013 21:31:43 +0000,68,79,3,u,0,Tweetbot for iOS,iOS,3194,iOS,javieralog,@daveaddey @stuartdredge @aral as a parent &amp; iOS dev I totally agree. But paid  non IAP apps make less money. And Apple promotes IAP apps
6192,Fri  01 Mar 2013 21:35:36 +0000,354,377,9,u,0,Tweetbot for iOS,iOS,12104,iOS,SmileyKeith,@refactortv @crashlytics seems like @coreint says iOS only so someone is mixed up.
6193,Fri  01 Mar 2013 21:37:12 +0000,320,446,5,u,0,Tweetbot for iOS,iOS,4693,iOS,kevinwelch,With God as my witness  I will not allow @FormerlyAGuest to travel to Las Vegas without first having upgraded his iPhone to iOS 6.
6197,Fri  01 Mar 2013 21:44:21 +0000,177,113,0,u,0,Tweetbot for iOS,iOS,306,iOS,TomCooper,I?m tired to not be able to do X or develop X on iOS
6198,Fri  01 Mar 2013 21:45:16 +0000,370,136,12,u,0,Tweetbot for iOS,iOS,18579,iOS,sephiroth726,for anyone who is interested I'm still working on the iOS 6 updates for Project 726 and I... (cont) http://t.co/BpUO5XKZTd
6200,Fri  01 Mar 2013 21:46:25 +0000,953,291,59,u,0,Tweetbot for iOS,iOS,11340,iOS,mark_greentree,@senseidai I certainly do. It is a blessing and a curse. That?s why I try to write on iOS only. Less distractions 
6201,Fri  01 Mar 2013 21:50:59 +0000,615,365,13,u,0,Tweetbot for iOS,iOS,24822,iOS,iOS_Jan,Please go follow @iPhone5_pwnd hes a cool guy and needs 3 more followers! Thanks!!
6202,Fri  01 Mar 2013 21:51:42 +0000,97,35,0,u,0,Tweetbot for iOS,iOS,3077,iOS,iPhone5_pwnd,@iOS_Jan haha. Thanks bro. I appreciate the help.
6203,Fri  01 Mar 2013 21:52:23 +0000,1349,95,0,u,0,Tweetbot for iOS,iOS,1215,iOS,iOSjosh,@landr0id I yolo?d it and I?m trying to workout disabling read receipts. It?s not too easy to find the memory address with iOS though
6204,Fri  01 Mar 2013 21:52:42 +0000,1851,1031,97,u,0,Tweetbot for iOS,iOS,34971,iOS,The_Jmoney,#SunriseCalendar updated to allow for @Google account login. Might be too little too late though. Horrible start for a monster app. #iOS
6205,Fri  01 Mar 2013 21:56:54 +0000,89,71,2,u,0,Tweetbot for iOS,iOS,2654,iOS,iain_bryce,Writing #notes on #Tweetbot  is the handiest thing ever. Don't need to worry about a Character count limit #appadvice #Apple #iOS
6206,Fri  01 Mar 2013 22:00:03 +0000,17640,190,1598,u,0,Tweetbot for iOS,iOS,33449,iOS,thomasfuchs,@jremsikjr @drnic the two most useless iOS apps :)
6207,Fri  01 Mar 2013 22:01:56 +0000,13,122,0,u,0,Tweetbot for iOS,iOS,144,iOS,Antonio_JSkp,@JeffBenjam does iOS 6.1.2 have battery issues? that?s why I haven?t updated yet can u make a 6.1 vs 6.1.2 ? on iDB
6211,Fri  01 Mar 2013 22:16:10 +0000,2067,110,92,u,0,Tweetbot for iOS,iOS,120631,iOS,willianmax,VEM GENTE ?@evernote: Evernote iOS users check for updates. The new version fixes the crash that some folks have been seeing.?
6212,Fri  01 Mar 2013 22:16:41 +0000,626,267,20,u,0,Tweetbot for iOS,iOS,7894,iOS,HalifaxTech,iOS feature I need: "Show All Music" toggle IN the Music app  not just buried in Settings. http://t.co/3MtcofykKa
6213,Fri  01 Mar 2013 22:17:41 +0000,41,193,5,u,0,Tweetbot for iOS,iOS,2482,iOS,5wallace,@kiggle really sucks cause otherwise an awesome game. IAPs starting to really hurt iOS gaming. I now avoid most ?free? games altogether.
6214,Fri  01 Mar 2013 22:17:41 +0000,151,70,10,u,0,Tweetbot for iOS,iOS,3220,iOS,slippdt,Would be great for iOS Maps: synced current  recent  b?marked locations/directions btwn all map apps. IE Search in one  open another &amp; boom.
6215,Fri  01 Mar 2013 22:17:50 +0000,1283,1997,71,u,0,Tweetbot for iOS,iOS,13157,iOS,spacesimon,@interdubs @drivelpots iOS app that allows play on AppleTv?
6216,Fri  01 Mar 2013 22:20:13 +0000,201,164,1,u,0,Tweetbot for iOS,iOS,11474,iOS,SirGibler,I'm actually enjoying Weathercube (free on iOS this week) more than any of the other paid weather apps I've downloaded.
6218,Fri  01 Mar 2013 22:23:16 +0000,31,93,1,u,0,Tweetbot for iOS,iOS,739,iOS,FTO2g,@iOS_Jan sorry  you keep spamming my timeline.
6220,Fri  01 Mar 2013 22:24:09 +0000,1226,1091,62,u,0,Tweetbot for iOS,iOS,14559,iOS,aymericmarlange,not the sort bug ! RT @evernote: Evernote iOS users check for updates. The new version fixes the crash that some folks have been seeing.
6221,Fri  01 Mar 2013 22:24:17 +0000,119,130,0,u,0,Tweetbot for iOS,iOS,7927,iOS,480Carlos,In iOS 7 there should be a million more emojis..
6222,Fri  01 Mar 2013 22:28:13 +0000,286,106,17,u,0,Tweetbot for iOS,iOS,25480,iOS,R1B,@a_sharples cough Civ Revolution. iOS Civ.
6223,Fri  01 Mar 2013 22:30:41 +0000,20,92,0,u,0,Tweetbot for iOS,iOS,86,iOS,TheAllenGore,@bradshoemaker Brad  love your iOS talk in the Bombcast!  You should try PuzzleCraft &amp; say goodbye to your weekend!
6224,Fri  01 Mar 2013 22:32:50 +0000,470,299,26,u,0,Tweetbot for iOS,iOS,1032,iOS,tx,RT @MBessagnet: Analysing iOS App Network Performances on Cellular/Wi-Fi http://t.co/L0WGVejB48 via @ManboloGames
6225,Fri  01 Mar 2013 22:33:27 +0000,231,421,10,u,0,Tweetbot for iOS,iOS,2671,iOS,JimStraynge,"Do we really need iPad specific hardware at this point? ?? iOS Musician" http://t.co/QS46lwgjUN  I like how @iOSMusician keeps it real
6226,Fri  01 Mar 2013 22:42:26 +0000,641,885,18,u,0,Tweetbot for iOS,iOS,31206,iOS,V_Ben,@AlastairJames93 close Facebook  turn off notification in iOS settings. If you?re not sure how  i?ll show you next time I see you :)
6227,Fri  01 Mar 2013 22:43:24 +0000,4,40,0,u,0,Tweetbot for iOS,iOS,21,iOS,amokila,@JamieD360 Hi ! Dnd toggle don?t work anymore (it doesn?t do anything) with your latest update for me on iPhone 5  iOS 6.1.2
6228,Fri  01 Mar 2013 22:44:53 +0000,533,487,26,u,0,Tweetbot for iOS,iOS,18893,iOS,bruthamyles,Really liked the IOS game Year Walk. Like taking part in a Ingmar Bergman film.
6229,Fri  01 Mar 2013 22:46:47 +0000,615,365,13,u,0,Tweetbot for iOS,iOS,24828,iOS,iOS_Jan,?@YourMomBot: @iOS_Jan Your mom is like an iPhone without Jailbreak.? k
6230,Fri  01 Mar 2013 22:47:52 +0000,100,112,3,u,0,Tweetbot for iOS,iOS,370,iOS,ssswillis,Our latest Milk&amp;Cookie iOS game is coming along nicely thanks to the gorgeous artwork of @HarrietKLacey
6231,Fri  01 Mar 2013 22:51:07 +0000,474,1077,13,u,0,Tweetbot for iOS,iOS,4711,iOS,joshmbrown,@freshbooks any eta on when the iOS app will be updated to extend on the iPhone 5? Looking a little small there ;)
6233,Fri  01 Mar 2013 22:56:04 +0000,231,421,10,u,0,Tweetbot for iOS,iOS,2673,iOS,JimStraynge,The follow up "Too much setting up? [Part 2]" @iOS Musician http://t.co/FnnWnX1WGH  Hint: app for Saving setup/template wld rock &amp; sell ;)
6236,Fri  01 Mar 2013 22:59:06 +0000,2313,262,174,u,0,Tweetbot for iOS,iOS,33209,iOS,NathanBowers,@nathos A round  abs pos  overflow scroll div. Masks in desktop Saf  not iOS. Oddly  box shadows mask  but not borders and bgs.
6239,Fri  01 Mar 2013 23:01:46 +0000,231,421,10,u,0,Tweetbot for iOS,iOS,2675,iOS,JimStraynge,Wonder how many times I put a space between iOS and Musician when trying to make the twitter name @iOSMusician
6243,Fri  01 Mar 2013 23:07:37 +0000,48,288,1,u,0,Tweetbot for iOS,iOS,4234,iOS,MacProClub,@GSYoni same. iPod though. Someone requested a iOS 6 glitches video and I cant really do that with a jailbreak. Plus I need to find them lol
6244,Fri  01 Mar 2013 23:08:38 +0000,231,421,10,u,0,Tweetbot for iOS,iOS,2682,iOS,JimStraynge,best fun I have on iOS apps is using the app  they're different  fun  u come up with stuff  because its iOS  like each app has it's thing
6245,Fri  01 Mar 2013 23:10:38 +0000,121,132,3,u,0,Tweetbot for iOS,iOS,1136,iOS,BeezixMac,To remove w specific item from the #iPhone?s recent calls list  Swipe right on a name or number in the list  then tap DELELE. #iOS
6246,Fri  01 Mar 2013 23:12:07 +0000,320,437,35,u,0,Tweetbot for iOS,iOS,49838,iOS,manuels,OK  @tapbots  I seem to be the only customer with the 2 bugs in @tweetbot (both iOS/Mac) that won't ever get fixed. I won't complain anymore
6247,Fri  01 Mar 2013 23:16:00 +0000,2034,452,8,u,0,Tweetbot for iOS,iOS,120192,iOS,GSwishh,Words cannot explain how much I love the do not disturb feature on iOS and the 'no notifications' on tweetbot
6248,Fri  01 Mar 2013 23:16:18 +0000,561,535,7,u,0,Tweetbot for iOS,iOS,20804,iOS,brendan10211,@tapbot_paul any chance for app mask support on tweetbot iOS?
6250,Fri  01 Mar 2013 23:16:48 +0000,1801,468,180,u,0,Tweetbot for iOS,iOS,52313,iOS,JaviSoto,@jlbelmonte they?re awesome on iOS too :)
6251,Fri  01 Mar 2013 23:17:04 +0000,2295,410,65,u,0,Tweetbot for iOS,iOS,14543,iOS,mileusna,@kondormit Naslovi za iOS coming soon :) I hope :) @vukasin
6252,Fri  01 Mar 2013 23:17:41 +0000,231,421,10,u,0,Tweetbot for iOS,iOS,2685,iOS,JimStraynge,daw on iOS full deal  someday  sure  thing is  u can do it now with VNC to desktop plus a long audio cable or Soundflower  different story
6254,Fri  01 Mar 2013 23:19:54 +0000,4405,4414,53,u,0,Tweetbot for iOS,iOS,11312,iOS,kevinperry,YouTube For iOS Adds Send-To-TV Feature For Google TV  Xbox And PS3 - http://t.co/M6cppZckYI
6255,Fri  01 Mar 2013 23:20:22 +0000,96,98,7,n,0,Tweetbot for iOS,iOS,185,iOS,gljez,@kwigbo A rough guess would be to cast to (NSString*)match? Though I really have no idea as not native iOS! Just posting as nobody else did.
6257,Fri  01 Mar 2013 23:21:36 +0000,211,193,21,u,0,Tweetbot for iOS,iOS,6763,iOS,abackstrom,.@tweetbot iOS is showing me all tweets in my timeline  even replies to people I don?t follow. It?s like the good old days!
6258,Fri  01 Mar 2013 23:22:38 +0000,231,421,10,u,0,Tweetbot for iOS,iOS,2686,iOS,JimStraynge,Last word :)  if we get full daw on iPad it better u can do shit 100% as fast desktop n/c I'm lazy  do 30 min iOS edit v. 2 min desktop edit
6260,Fri  01 Mar 2013 23:23:32 +0000,44,148,2,u,0,Tweetbot for iOS,iOS,199,iOS,chasseurmic,Anyone using Frank (http://t.co/BPiKiC0Wqh) to #unittest #iOS apps with #cucumber? Is it worth the effort?
6261,Fri  01 Mar 2013 23:24:18 +0000,12,94,0,u,0,Tweetbot for iOS,iOS,398,iOS,themanticors,@phoenixdev thanks for the quick update to support infinidock with more icons. the golden layout of iOS is back with the support of shrink.
6262,Fri  01 Mar 2013 23:25:44 +0000,136,327,0,u,0,Tweetbot for iOS,iOS,1660,iOS,MortenLeon,@1Password Planning a sale (again) any time soon? :) I missed out on the recent discount in price on both iOS and Mac. :/
6265,Fri  01 Mar 2013 23:35:34 +0000,2871,528,60,u,0,Tweetbot for iOS,iOS,10528,iOS,FloridaLegal,@FileTransporter Any word from Apple on the iOS app?
6266,Fri  01 Mar 2013 23:36:29 +0000,20,0,0,u,0,Tweetbot for iOS,iOS,233,iOS,APPL3_iNEWS,By the way for user without a jailbroken iDevice. The ?fullscreen safari glitch? isn?t fixed right now (iOS 6.1  iOS 6.1.1 &amp; iOS 6.1.2)
6268,Fri  01 Mar 2013 23:37:12 +0000,231,421,10,u,0,Tweetbot for iOS,iOS,2691,iOS,JimStraynge,Dude I got so much iOS shit 2 learn these days (&amp; not forget the little I know) I'm goin back 2 playin scales on guitar  in 2 yrs I'll shred
6425,Fri  01 Mar 2013 19:37:57 +0000,73,390,2,u,0,TweetCaster for iOS,iOS,1206,iOS,CHMoss,@PhilippGreitsch The new Evernote IOS crashes when I open it.
6426,Fri  01 Mar 2013 20:00:06 +0000,332,240,2,u,0,TweetCaster for iOS,iOS,14360,iOS,theQspot,@netflix My Netflix for iOS has been down for two days. Is there something going on? Do you have an eta for a solution? Thanks
6427,Fri  01 Mar 2013 20:24:09 +0000,332,240,2,u,0,TweetCaster for iOS,iOS,14363,iOS,theQspot,My @netflix for iOS hasn't worked in two days. Is anyone else having this problem?
6429,Fri  01 Mar 2013 20:51:04 +0000,1258,2002,10,u,0,TweetCaster for iOS,iOS,165,iOS,MobileChamps,Looks good. Need to try this. RT @AppAdvice: This Charging Cable For iOS Devices Fits In Your Wallet http://t.co/nlffnnvuUG
6430,Fri  01 Mar 2013 20:56:18 +0000,3344,1694,139,u,0,TweetCaster for iOS,iOS,47903,iOS,DaveMc99TA,Why so many IAP games? RT @ScottishColin: The current #1 iOS paid game (Wreck-It Ralph for 69p)  is only #62 in the top grossing charts.
6436,Fri  01 Mar 2013 23:22:46 +0000,3343,1658,139,u,0,TweetCaster for iOS,iOS,47910,iOS,DaveMc99TA,#1 Free iOS game. is anyone playing it? RT @toucharcade: TA Plays: '4 Pics 1 One Word' - A Guessing Game Thing http://t.co/C5kzNfjYSj
9176,Fri  01 Mar 2013 18:48:14 +0000,22,48,0,u,0,Twitter for iPad,iOS,42,iOS,Saundersxxx,@Apple_iStu can u jailbreak the new iOS on iPad? I was waiting for it to come out through evasion  I'm learning stu! Haha
9180,Fri  01 Mar 2013 19:05:49 +0000,821,791,49,u,0,Twitter for iPad,iOS,29179,iOS,euanlindsay,@usuallydavid I'm playing the iOS version. Wonder if the Steam version would be easier
9188,Fri  01 Mar 2013 19:17:23 +0000,4572,291,82,u,0,Twitter for iPad,iOS,10020,iOS,nelson,Why is iOS incapable of maintaining a VPN connection? May jailbreak just to fix that.
9189,Fri  01 Mar 2013 19:17:45 +0000,223,516,4,u,0,Twitter for iPad,iOS,7277,iOS,BlueFury47,Nope. With each attempt at trying to play Real Racing 3  I find more problems. It should've been the best racer on iOS.
9192,Fri  01 Mar 2013 19:22:14 +0000,51,231,0,u,0,Twitter for iPad,iOS,574,iOS,Crosby_IT,Free iOS apps today: iLuv Drawing Dinosaurs HD http://t.co/NWFfpq35p1; iLuv Drawing Monsters HD http://t.co/FuPl0D7drA
9193,Fri  01 Mar 2013 19:22:32 +0000,51,231,0,u,0,Twitter for iPad,iOS,574,iOS,Crosby_IT,Free iOS interactive book apps today: My Sister's Not Like Other Sisters http://t.co/PkZt7MbWmP; Sleepy Mole's http://t.co/ZEjgrgG8Ju
9196,Fri  01 Mar 2013 19:26:41 +0000,214,1107,0,p,0,Twitter for iPad,iOS,10104,iOS,wildchild0612,Managed to jailbreak my iPad running on iOS 6.1.2! ????
9205,Fri  01 Mar 2013 19:35:48 +0000,3,15,0,u,0,Twitter for iPad,iOS,1,iOS,MacLion2012,How to crack navitel 7.0.0.214 for ios
9212,Fri  01 Mar 2013 19:53:24 +0000,231,238,8,n,0,Twitter for iPad,iOS,23122,iOS,KATlEB,@Hannah_Whooley just downloaded iOS 6.1.2 and iTunes updated  I have face detection now too. Maybe she didn't get the 4 after all
9221,Fri  01 Mar 2013 20:14:58 +0000,457,1988,2,u,0,Twitter for iPad,iOS,5435,iOS,GiulioST,Thanks @plibin for @evernote 5.2 - A new update of #Evernote for #iOS is now available! Learn more and get it now: http://t.co/AX9gsT3r4S?
9223,Fri  01 Mar 2013 20:21:32 +0000,27,261,0,u,0,Twitter for iPad,iOS,77,iOS,trlstudios,@panic Yeah  I was really hoping that Chrome for iOS would have had that feature. Panic should make one - you make such awesome software. :)
9226,Fri  01 Mar 2013 20:25:12 +0000,3900,1020,172,u,0,Twitter for iPad,iOS,1303,iOS,FakeLibStats,@wawoodworth best part is iOS suggests 'stranglers' when you type 'strangers' thus proving my point
9234,Fri  01 Mar 2013 20:36:22 +0000,206,532,1,p,0,Twitter for iPad,iOS,3901,iOS,liambr101,For anyone that hasn't been to iOS store of late @realracing 3 is now available (for free!). Solid gameplay &amp; pretty visuals. Recommended.
9236,Fri  01 Mar 2013 20:37:30 +0000,37313,68,662,u,0,Twitter for iPad,iOS,4428,iOS,ihopkc,Stream #STAND2013 live from your iOS device with this free app: http://t.co/Aotb0dxK6B
9244,Fri  01 Mar 2013 20:51:41 +0000,231,238,8,u,0,Twitter for iPad,iOS,23128,iOS,KATlEB,@Charley_94 yup. Before I downloaded iOS 6.1.2 it was a bit weird because everything was so weird
9250,Fri  01 Mar 2013 20:59:50 +0000,1,14,0,u,0,Twitter for iPad,iOS,4,iOS,trappergg,@pedroh96  Pedro really looking forward to the Quasar update with ios 6.1.2 compatibility. How's do I send a donation?
9258,Fri  01 Mar 2013 21:08:39 +0000,210,189,12,u,0,Twitter for iPad,iOS,5232,iOS,EngineerPeter,@rsrd_jsy @xbmc having a mare with getting the ios remote app to work....
9262,Fri  01 Mar 2013 21:12:20 +0000,59,76,0,u,0,Twitter for iPad,iOS,1510,iOS,Alex____Stewart,@H2JOE_ go into settings on iOS twitter and enable dm notification
9266,Fri  01 Mar 2013 21:18:35 +0000,453,867,3,u,0,Twitter for iPad,iOS,2649,iOS,CraftyMrsMac,@fittdr I've just updated the app to the new iOS version  so will have another play :)
9268,Fri  01 Mar 2013 21:20:44 +0000,1669,1442,87,u,0,Twitter for iPad,iOS,9149,iOS,fkelly,Why doesn't the @twitter iOS app show you *all* the tweets with a particular hashtag? #frustrating
9269,Fri  01 Mar 2013 21:28:14 +0000,288,544,0,u,0,Twitter for iPad,iOS,10746,iOS,tmbtucker,iOS updates I hate you.
9270,Fri  01 Mar 2013 21:30:03 +0000,1478,747,5,u,0,Twitter for iPad,iOS,43942,iOS,_del_b0y,Before I done the IOS 6.1 update my iPad battery would last about 3 days.
9274,Fri  01 Mar 2013 21:38:15 +0000,5,8,0,u,0,Twitter for iPad,iOS,59,iOS,footballSkLz,@footballSkLz @ios_minecraft  that sucks
9280,Fri  01 Mar 2013 21:43:00 +0000,1584,1789,102,u,0,Twitter for iPad,iOS,14331,iOS,familysimpson,@aforethought are you thinking about leasing the iOS devices?
9282,Fri  01 Mar 2013 21:43:41 +0000,57,64,2,u,0,Twitter for iPad,iOS,262,iOS,dta256,PhotosInfoPro is on sale. Get it for $.99 instead of $4.99  #iOS #photography #App https://t.co/wkHkEXHi5r http://t.co/Zb1qQqfGQb
9284,Fri  01 Mar 2013 21:44:15 +0000,5,8,0,u,0,Twitter for iPad,iOS,62,iOS,footballSkLz,@ios_minecraft      Will there be skin change in update? I already changed mine because I'm jailbroken
9300,Fri  01 Mar 2013 22:04:42 +0000,69,139,0,u,0,Twitter for iPad,iOS,449,iOS,AbdullaMNoor,My iPhone betrayed me.. Restarted it self  deleted ALL my contacts then I decided to update the phone to the new IOS 6.2 it got locked.
9303,Fri  01 Mar 2013 22:10:25 +0000,9,37,0,u,0,Twitter for iPad,iOS,253,iOS,wirkungsvoll,@stroughtonsmith hi.any chance "Web Background Video Playback" supporting iOS 6.1?(6.1 totally breaks any background video playback ability)
9314,Fri  01 Mar 2013 22:19:57 +0000,14,21,0,u,0,Twitter for iPad,iOS,81,iOS,jasonangelo,@harryharnden as far as I know every iOS update removes your jailbreak
9317,Fri  01 Mar 2013 22:26:00 +0000,470,414,0,u,0,Twitter for iPad,iOS,21657,iOS,ShivHud,iOS 7 best not auto correct my name to "Shit"
9321,Fri  01 Mar 2013 22:35:50 +0000,36,45,0,u,0,Twitter for iPad,iOS,328,iOS,KaramNH,Guyz download this game on ur IOS device "Real Racing 3"
Its free 4 now and have online multiplayer 
@hamdikhost @Omar_Tayfour @AAAltak12
